Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
713,Avalugg,Ice,Ice,"['Ice Body', 'Own Tempo', 'Sturdy']",95,117,184,44,46,28,53.81036661792554,6,Medium Fast,1000000,True,55,False,False,False,False,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,505.0,126.3
714,Noibat,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",40,30,35,45,40,55,7.861650943380503,6,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0.5,8.0,32.0
715,Noivern,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",85,70,80,97,80,123,17.121299275723466,6,Medium Fast,1000000,True,45,False,False,False,False,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.5,85.0,37.8
716,Xerneas,Fairy,Fairy,['Fairy Aura'],126,131,95,131,98,99,16.131404843417148,6,Slow,1250000,True,45,True,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,215.0,23.9
717,Yveltal,Dark,Flying,['Dark Aura'],126,131,95,131,98,99,16.131404843417148,6,Slow,1250000,True,45,True,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,5.8,203.0,6.0
718,Zygarde,Dragon,Ground,['Aura Break'],108,100,121,81,95,95,12.355835328567093,6,Slow,1250000,True,3,True,False,False,False,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,5.0,305.0,12.2
718,Zygarde 10%,Dragon,Ground,"['Aura Break', 'Power Construct']",54,100,71,61,85,115,21.455380055672126,6,Slow,1250000,True,3,True,False,False,False,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.2,33.5,23.3
718,Zygarde Complete,Dragon,Ground,"['Aura Break', 'Power Construct']",216,100,121,91,95,85,45.24746770078225,6,Slow,1250000,True,3,True,False,False,False,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,4.5,610.0,30.1
719,Mega Diancie,Rock,Fairy,['Magic Bounce'],50,160,110,160,110,110,37.26779962499649,6,Slow,1250000,True,3,True,True,False,False,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,1.1,27.8,23.0
719,Diancie,Rock,Fairy,['Clear Body'],50,100,150,100,150,50,40.8248290463863,6,Slow,1250000,True,3,True,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0.7,8.8,18.0
720,Hoopa,Psychic,Ghost,['Magician'],80,110,60,150,130,70,32.65986323710904,6,Slow,1250000,True,3,True,False,False,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0.5,9.0,36.0
720,Hoopa Unbound,Psychic,Dark,['Magician'],80,160,60,170,130,80,42.295258468165066,6,Slow,1250000,True,3,True,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6.5,490.0,11.6
721,Volcanion,Fire,Water,['Water Absorb'],80,110,120,130,90,70,21.602468994692867,6,Slow,1250000,True,3,True,False,False,False,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,1.7,195.0,67.5
722,Rowlet,Grass,Flying,"['Long Reach', 'Overgrow']",68,55,55,50,50,42,7.866949147470631,7,Medium Slow,1059860,False,45,False,False,False,False,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,1.5,16.7
723,Dartrix,Grass,Flying,"['Long Reach', 'Overgrow']",78,75,75,70,70,52,8.54400374531753,7,Medium Slow,1059860,False,45,False,False,False,False,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,16.0,32.7
724,Decidueye,Grass,Ghost,"['Long Reach', 'Overgrow']",78,107,75,100,100,70,14.383632673594278,7,Medium Slow,1059860,True,45,False,False,False,False,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.6,36.6,14.3
725,Litten,Fire,Fire,"['Blaze', 'Intimidate']",45,65,40,60,40,70,12.133516482134198,7,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,4.3,26.9
726,Torracat,Fire,Fire,"['Blaze', 'Intimidate']",65,85,50,80,50,90,16.072751268321593,7,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,25.0,51.0
727,Incineroar,Fire,Dark,"['Blaze', 'Intimidate']",95,115,90,80,90,60,16.499158227686106,7,Medium Slow,1059860,True,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.8,83.0,25.6
728,Popplio,Water,Water,"['Liquid Voice', 'Torrent']",50,54,54,66,56,40,7.71722460186015,7,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.5,46.9
729,Brionne,Water,Water,"['Liquid Voice', 'Torrent']",60,69,69,91,81,50,13.316656236958783,7,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,17.5,48.6
730,Primarina,Water,Fairy,"['Liquid Voice', 'Torrent']",80,74,74,126,116,60,24.03931964280372,7,Medium Slow,1059860,True,45,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.8,44.0,13.6
731,Pikipek,Normal,Flying,"['Keen Eye', 'Pickup', 'Skill Link']",35,75,30,30,30,65,18.57791400800663,7,Medium Fast,1000000,False,255,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,1.2,13.3
732,Trumbeak,Normal,Flying,"['Keen Eye', 'Pickup', 'Skill Link']",55,85,50,40,50,75,15.65691185671328,7,Medium Fast,1000000,False,120,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,14.8,41.1
733,Toucannon,Normal,Flying,"['Keen Eye', 'Sheer Force', 'Skill Link']",80,120,75,75,75,60,18.57791400800663,7,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.1,26.0,21.5
734,Yungoos,Normal,Normal,"['Adaptability', 'Stakeout', 'Strong Jaw']",48,70,30,30,30,45,14.496168076043023,7,Medium Fast,1000000,False,255,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,6.0,37.5
735,Gumshoos,Normal,Normal,"['Adaptability', 'Stakeout', 'Strong Jaw']",88,110,60,55,60,45,22.261077142752,7,Medium Fast,1000000,True,127,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,14.2,29.0
736,Grubbin,Bug,Bug,['Swarm'],47,62,45,55,45,46,6.377042156569663,7,Medium Fast,1000000,False,255,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,4.4,27.5
737,Charjabug,Bug,Electric,['Battery'],57,82,95,55,75,36,19.48218559493661,7,Medium Fast,1000000,False,120,False,False,False,False,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,10.5,42.0
738,Vikavolt,Bug,Electric,['Levitate'],77,70,90,145,75,43,30.9874526578456,7,Medium Fast,1000000,True,45,False,False,False,False,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.5,45.0,20.0
739,Crabrawler,Fighting,Fighting,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",47,82,57,42,47,63,13.43709624716425,7,Medium Fast,1000000,False,225,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,7.0,19.4
740,Crabominable,Fighting,Ice,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",97,132,77,62,67,43,28.470257384778865,7,Medium Fast,1000000,True,60,False,False,False,False,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.7,180.0,62.3
741,Oricorio Baile Style,Fire,Flying,['Dancer'],75,70,70,98,70,93,11.657138966697142,7,Medium Fast,1000000,True,45,False,False,False,False,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0.6,3.4,9.4
741,Oricorio Pom-Pom Style,Electric,Flying,['Dancer'],75,70,70,98,70,93,11.657138966697142,7,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.6,3.4,9.4
741,Oricorio Pa'u Style,Psychic,Flying,['Dancer'],75,70,70,98,70,93,11.657138966697142,7,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.6,3.4,9.4
741,Oricorio Sensu Style,Ghost,Flying,['Dancer'],75,70,70,98,70,93,11.657138966697142,7,Medium Fast,1000000,True,45,False,False,False,False,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0.6,3.4,9.4
742,Cutiefly,Bug,Fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,45,40,55,40,84,15.828946760778354,7,Medium Fast,1000000,False,190,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0.1,0.2,20.0
743,Ribombee,Bug,Fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,55,60,95,70,124,24.641879437701625,7,Medium Fast,1000000,True,75,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0.2,0.5,12.5
744,Rockruff,Rock,Rock,"['Keen Eye', 'Steadfast', 'Vital Spirit']",45,65,40,30,40,60,12.133516482134198,7,Medium Fast,1000000,False,190,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,9.2,36.8
745,Lycanroc,Rock,Rock,"['Keen Eye', 'Sand Rush', 'Steadfast']",75,115,65,55,65,112,23.596727645068828,7,Medium Fast,1000000,False,90,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,25.0,39.1
745,Lycanroc Midnight,Rock,Rock,"['Keen Eye', 'No Guard', 'Vital Spirit']",85,115,75,55,75,82,17.892425461319906,7,Medium Fast,1000000,False,90,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.1,25.0,20.7
745,Lycanroc Dusk,Rock,Rock,['Tough Claws'],75,117,65,55,65,110,23.667253513850923,7,Medium Fast,1000000,False,90,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,25.0,39.1
746,Wishiwashi,Water,Water,['Schooling'],45,20,20,25,25,40,9.753916592266354,7,Fast,800000,False,60,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,0.3,7.5
746,Wishiwashi School,Water,Water,['Schooling'],45,140,130,140,135,30,46.87453703475078,7,Fast,800000,False,60,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8.2,78.6,1.2
747,Mareanie,Poison,Water,"['Limber', 'Merciless', 'Regenerator']",50,53,62,43,52,45,6.148622248565572,7,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4,8.0,50.0
748,Toxapex,Poison,Water,"['Limber', 'Merciless', 'Regenerator']",50,63,152,53,142,35,46.42826007221607,7,Medium Fast,1000000,True,75,False,False,False,False,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.7,14.5,29.6
749,Mudbray,Ground,Ground,"['Inner Focus', 'Own Tempo', 'Stamina']",70,100,70,45,55,45,19.02118701752221,7,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,110.0,110.0
750,Mudsdale,Ground,Ground,"['Inner Focus', 'Own Tempo', 'Stamina']",100,125,100,55,85,35,30.092450142112984,7,Medium Fast,1000000,True,60,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.5,920.0,147.2
751,Dewpider,Water,Bug,"['Water Absorb', 'Water Bubble']",38,40,52,40,72,27,14.147045235274003,7,Medium Fast,1000000,False,200,False,False,False,False,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.3,4.0,44.4
752,Araquanid,Water,Bug,"['Water Absorb', 'Water Bubble']",68,70,92,50,132,42,29.786275736020144,7,Medium Fast,1000000,True,100,False,False,False,False,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.8,82.0,25.3
753,Fomantis,Grass,Grass,"['Contrary', 'Leaf Guard']",40,55,35,50,35,35,7.993052538854531,7,Medium Fast,1000000,False,190,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.5,16.7
754,Lurantis,Grass,Grass,"['Contrary', 'Leaf Guard']",70,105,90,80,90,45,18.929694486000912,7,Medium Fast,1000000,True,75,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,18.5,22.8
755,Morelull,Grass,Fairy,"['Effect Spore', 'Illuminate', 'Rain Dish']",40,35,55,65,75,15,19.94784867264304,7,Medium Fast,1000000,False,190,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0.2,1.5,37.5
756,Shiinotic,Grass,Fairy,"['Effect Spore', 'Illuminate', 'Rain Dish']",60,45,80,90,100,30,24.790791301072527,7,Medium Fast,1000000,True,75,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,1.0,11.5,11.5
757,Salandit,Poison,Fire,"['Corrosion', 'Oblivious']",48,44,40,71,40,77,14.962917124975624,7,Medium Fast,1000000,False,120,False,False,False,False,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,0.6,4.8,13.3
758,Salazzle,Poison,Fire,"['Corrosion', 'Oblivious']",68,64,60,111,60,117,24.25558354963519,7,Medium Fast,1000000,True,45,False,False,False,False,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,1.2,22.2,15.4
759,Stufful,Normal,Fighting,"['Cute Charm', 'Fluffy', 'Klutz']",70,75,50,45,50,50,11.426091000668409,7,Medium Fast,1000000,False,140,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,0.5,6.8,27.2
760,Bewear,Normal,Fighting,"['Fluffy', 'Klutz', 'Unnerve']",120,125,80,55,60,60,28.81936077631764,7,Medium Fast,1000000,True,70,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,2.1,135.0,30.6
761,Bounsweet,Grass,Grass,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,30,38,30,38,32,4.58257569495584,7,Medium Slow,1059860,False,235,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,3.2,35.6
762,Steenee,Grass,Grass,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,40,48,40,48,62,7.520342781785652,7,Medium Slow,1059860,False,120,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,8.2,16.7
763,Tsareena,Grass,Grass,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,120,98,50,98,72,22.825424421026653,7,Medium Slow,1059860,True,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,21.4,14.9
764,Comfey,Fairy,Fairy,"['Flower Veil', 'Natural Cure', 'Triage']",51,52,90,82,110,100,22.453037408976293,7,Fast,800000,True,60,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.1,0.3,30.0
765,Oranguru,Normal,Psychic,"['Inner Focus', 'Symbiosis', 'Telepathy']",90,60,80,90,110,60,17.716909687891082,7,Slow,1250000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.5,76.0,33.8
766,Passimian,Fighting,Fighting,"['Defiant', 'Receiver']",100,120,90,40,60,80,26.087459737497547,7,Slow,1250000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,2.0,82.8,20.7
767,Wimpod,Bug,Water,['Wimp Out'],25,35,40,20,30,80,19.72026594366539,7,Medium Fast,1000000,False,90,False,False,False,False,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,12.0,48.0
768,Golisopod,Bug,Water,['Emergency Exit'],75,125,140,60,90,40,34.960294939005045,7,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,108.0,27.0
769,Sandygast,Ghost,Ground,"['Sand Veil', 'Water Compaction']",55,55,80,70,45,15,20.548046676563253,7,Medium Fast,1000000,False,140,False,False,False,False,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,70.0,280.0
770,Palossand,Ghost,Ground,"['Sand Veil', 'Water Compaction']",85,75,110,100,75,35,23.80476142847617,7,Medium Fast,1000000,True,60,False,False,False,False,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.3,250.0,147.9
771,Pyukumuku,Water,Water,"['Innards Out', 'Unaware']",55,60,130,30,130,5,47.14045207910316,7,Fast,800000,True,60,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.2,13.3
772,Type: Null,Normal,Normal,['Battle Armor'],95,95,95,95,95,59,13.41640786499874,7,Slow,1250000,False,3,True,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.9,120.5,33.4
773,Silvally,Normal,Normal,['RKS System'],95,95,95,95,95,95,0.0,7,Slow,1250000,True,3,True,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.3,100.5,19.0
774,Minior Meteor Form,Rock,Flying,['Shields Down'],60,60,100,60,100,60,18.856180831641264,7,Medium Slow,1059860,False,30,False,False,False,False,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.3,40.0,444.4
774,Minior Core Form,Rock,Flying,['Shields Down'],60,100,60,100,60,120,24.267032964268395,7,Medium Slow,1059860,False,30,False,False,False,False,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.3,0.3,3.3
775,Komala,Normal,Normal,['Comatose'],65,115,65,75,95,65,18.929694486000912,7,Slow,1250000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,19.9,124.4
776,Turtonator,Fire,Dragon,['Shell Armor'],60,78,135,91,85,36,30.295305833669275,7,Medium Fast,1000000,True,70,False,False,False,False,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,2.0,212.0,53.0
777,Togedemaru,Electric,Steel,"['Iron Barbs', 'Lightning Rod', 'Sturdy']",65,98,63,40,73,96,20.02290355234891,7,Medium Fast,1000000,True,180,False,False,False,False,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,3.3,36.7
778,Mimikyu,Ghost,Fairy,['Disguise'],55,90,80,50,105,96,20.42601826647137,7,Medium Fast,1000000,True,45,False,False,False,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,0.2,0.7,17.5
779,Bruxish,Water,Psychic,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",68,105,70,70,70,92,14.194091102364473,7,Medium Fast,1000000,True,80,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0.9,19.0,23.5
780,Drampa,Normal,Dragon,"['Berserk', 'Cloud Nine', 'Sap Sipper']",78,60,85,135,91,36,30.295305833669275,7,Medium Fast,1000000,True,70,False,False,False,False,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,185.0,20.6
781,Dhelmise,Ghost,Grass,['Steelworker'],70,131,100,86,90,40,27.71531866836261,7,Medium Fast,1000000,True,25,False,False,False,False,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.9,210.0,13.8
782,Jangmo-o,Dragon,Dragon,"['Bulletproof', 'Overcoat', 'Soundproof']",45,55,65,45,45,45,7.637626158259733,7,Slow,1250000,False,45,False,False,False,False,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.6,29.7,82.5
783,Hakamo-o,Dragon,Fighting,"['Bulletproof', 'Overcoat', 'Soundproof']",55,75,90,65,70,65,10.801234497346432,7,Slow,1250000,False,45,False,False,False,False,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,1.2,47.0,32.6
784,Kommo-o,Dragon,Fighting,"['Bulletproof', 'Overcoat', 'Soundproof']",75,110,125,100,105,85,16.329931618554518,7,Slow,1250000,True,45,False,False,False,False,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,1.6,78.2,30.5
785,Tapu Koko,Electric,Fairy,"['Electric Surge', 'Telepathy']",70,115,85,95,75,130,21.40872096444188,7,Slow,1250000,True,3,True,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.8,20.5,6.3
